,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
0,1.0,Not worth it,none of the holes lines up had to out together as if they hadnt drilled any .... assembly took several hours and a lot of frustration due to this other sellers are asking for less,[],B0042F99PG,B0042F99PG,AFZM2DPITMWBFUNIIIVD7RUCX7TA,1641047658911,0,True
1,5.0,Great toy for the imagination!,My granddaughter loves it! She'll be able to play with this for years to come.,[],B0042F99PG,B0042F99PG,AHZAZBCQS6NAV4EBN4EBEWJORXRA,1582856410966,0,True
2,5.0,Beautiful,Beautiful.  Insane to put together.  Took me HOURS.  Had one damaged piece that I needed to complete the house but kid kraft customer service was really great.  This was a Christmas gift but I put things together three weeks earlier than any holiday to avoid any sad child.,[],B0042F99PG,B0042F99PG,AG7A3O55CZYL7FOM7QCRVXVP3IDA,1549933042694,0,True
3,5.0,Great dollhouse.,The dollhouse was great. It took me maybe an hour to put together. The instructions were clear and easy to understand. It was a lot bigger then I was expecting. The only problem I had was when putting it together the instructions didn’t say what color of bolts to use where. It wasn’t a big deal but it would have made putting it together a little easier.,[],B0042F99PG,B0042F99PG,AE53BVKMOQLN7HWRCVCGEWJWP5UA,1578453219233,0,True
4,4.0,Girls love it. Furniture is much sturdier and nicer than ...,"Was somewhat hard to put together, need lots of time . Girls love it. Furniture is much sturdier and nicer than I expected . Good deal . It's BIG.",[],B0042F99PG,B0042F99PG,AGFW6E2RPQ255T4E4PX7VRZNEXSQ,1484139130000,0,False
5,5.0,Now this is a dollhouse!,"Forget the cheap pink plastic Barbie house! I'm so glad I bought this for my granddaughter! It is solid, well built and so gosh darn cute! Barbie and Monster High dolls fit! ( I was worried a bit, but not to worry, they fit just right!) Solid wood peices, even the walls! It goes together in about 2 hours. 28 steps to complete. Hardware isn't all mixed together in a plastic bag. Each different bolt or screw is in a hard plastic container that is labeled. Screws are color coded as well. Just need a phillips screwdriver to assemble. Instructions are thorough and Kidcraft even provides a hotline for help. The furniture is solid wood and cute! It was a bargain on Amazon, and if your prime, ships in 2 days free. When I was  a little girl, this is the dollhouse I always dreamed of. Granddaughter hasn't seen it yet, but I have no doubt she'll be thrilled! Huge, this is almost 5 foot high and 4 foot wide! Plenty of room for other kids to play! Sure is nice to recieve a high quality product that won't be trash in a week or two. I highly recommend!",[],B0042F99PG,B0042F99PG,AEIGQI5GEMVKU2H4DDUG5CFAC4CA,1356277137000,0,True
6,5.0,Good product for the price!,My daughter loves it,[],B0042F99PG,B0042F99PG,AGZRTMGK7UTMAA25VQ25KQZT5MSA,1479867271000,1,False
7,4.0,My 3 1/2 yr old &#60;3's It,"We got this for our daughter's Christmas prsent in 2012.  She loves it, esp. the fact that her Disney Princess dolls fit in it so well.  It took us (me and my husband) about 4 1/2 hours to put it together.  I'd say it's &#34;ok&#34; as far as quality goes - BUT the garage doors still don't swing open right.  One is loose, the other drags.  We finally gave up trying to fix it.  :p  Best price BY FAR is on Amazon!  Esp. with the FREE shipping, this thing is a beast!",[],B0042F99PG,B0042F99PG,AGAQE5FK4AS5LOKNUFQVOFG7DMQA,1358991032000,0,True
8,3.0,"Awesome dollhouse, disappointed in damaged pieces",This is a HUGE dollhouse.  I knew it was big from the dimensions in the product description; however you don’t really realize how big it is until you see it in person!  It seems to be made well with quality materials.  It is pretty sturdy.  I anticipate it holding up well for our three young girls.<br /><br />My husband assembled this on his own.  It took him about 4 hours!  He was a little frustrated as he felt the instructions could have been a little more descriptive or included better pictures.  Several times he found himself having to take something apart as he realized the pictures didn’t match up or similar things like that. Other than that it didn’t appear too difficult to set up.  I would recommend assembling it in a large space. We were able to easily move it to another room once it was assembled.<br /><br />My disappointment came about 3 hours into assembly.  My husband was putting the doors on and realized that they had water damage on them.  They were bubbles up and the paper/Design was lifting up on the edges.  I immediately contacte amazon to see if we could just get replacement doors.  I was told they unfortunately couldn’t do that.  We would have to disassemble the entire thing and return for a refund or for a replacement.  I was pretty disappointed in that since I wasn’t going to make my husband disassemble all that work and make him build it again when the new one arrived.  Amazon did give me a small partial refund for the damaged item but I was still pretty bummed I couldn’t get new doors for it.<br /><br />Overall we love the dollhouse and I’m pretty sure all 3 of our girls will love it too!  Just be cautioned - it will take you HOURS to put together and you could possibly receive a damaged piece and not be able to get just a replacement pieces.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xI2jT7ILL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xI2jT7ILL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xI2jT7ILL.jpg', 'attachment_type': 'IMAGE'}]",B0042F99PG,B0042F99PG,AHK363LYP7FNQDYPDWUA2W4GQKXQ,1513972994956,4,True
9,5.0,Great product,Very nice doll house with house items inside. Came a week late.,[],B0042F99PG,B0042F99PG,AFPG2QER746CKJ3OQE4W3WP5H5FA,1626573313952,0,True
10,4.0,Nice!,I got this on sale and for the price it is great! I don’t think I would have purchased at regular price though. Everything about the dollhouse is in working order except for an area on the 2nd floor near the elevator. The floor wants to bend down a little and no amount of pushing it the opposite way makes a difference. So any furniture put there wants to slant downwards. Other than that it is a nice dollhouse and our daughter loves it. Putting together took about 2 hours and some of the instructions aren’t very clear. Husband said to pay attention to patterns on “wallpaper” and flooring and bolts are colored to match up correctly.,[],B0042F99PG,B0042F99PG,AH5AZM3BJRPMQAQKKVO5SWHNDIKA,1548597697045,0,True
11,5.0,Amazing!,"Purchased this house for our 4 year old for Christmas. Such good quality for the price. I was genuinely surprised how all the furniture was real wood, and sturdy especially for a little girl. Very pleased with our decision. If I had a negative or advice it would just be that your kid will need a stool to reach the top room, because it is huge. And perhaps prepare for the amount of room it will take up. Sincerely happy.",[],B0042F99PG,B0042F99PG,AGP33TI6JRAA2SQJT3YFKMR3B3SA,1356563019000,1,True
12,5.0,Neat dollhouse.,Great doll house.,[],B0042F99PG,B0042F99PG,AELBSRCMSCXXJFYAE3NK6D4DAVTA,1581030846877,0,True
13,5.0,--and awesome,This is huge!!--and awesome,[],B0042F99PG,B0042F99PG,AHOI3QTGXSNHCVAQ55NYE7XWNNUA,1449717095000,0,True
14,5.0,Five Stars,Great!,[],B0042F99PG,B0042F99PG,AGFVAZD6BCSCRLFDRQVNKQSL3GZQ,1452259579000,0,True
15,5.0,Amazing Dollhouse,"We watched a Youtube video of a couple building this and we copied them as we went along, it helped a lot. Took about two hours to finish, and it helps if you lay the pieces in order of the number. My niece loves this, my other two nieces loves it as well and this dollhouse keeps them busy for hours. It's really huge and looks exactly like the photo. I especially love the price for the dollhouse, it is well worth it compared to other dollhouses that are smaller and more money. You can also get creative with it and put in some lights, bed sheets we made from fabrics sold at the store, also along side the dollhouse we put a little barbie pool set. It's a beautiful dollhouse and well worth the purchase. It also came in a huge package, not very light, but nothing was damaged.",[],B0042F99PG,B0042F99PG,AGSO2NEDZOFHAVTD2NZHVFCIXTXA,1491537775000,0,True
16,5.0,kids love it,"my kids love it, the crib and piano fell apart but I was able to mount them back but my kids play with it everyday and loves it.",[],B0042F99PG,B0042F99PG,AFPWIXBCPNFLM65I42Q63NTZAEKA,1546613117086,0,True
17,4.0,Gift for my 4 and 2 years old daughters.,"I got this dollhouse for 4 years old daughter birthday in tomorrow, also need consider my another little one(almost 2 ).<br /><br />============<br />For parent side:<br />+ Safty. Mostly all parts and accessories made by wood, and no sharp angle and tiny part so safy for my little to bite.<br />+ Structure. It is BIG... Stabilize....  I need hiding for surprise for my girl after assembling. I was going to move it to another room, wow... Heavy... But no broken.... : )<br />+ Mertial. Like I said it mostly is made by wood, that means more green.<br />+ Package. Double layers box hold the dollhouse.<br />+ Assemble. The manual is clear, all of parts is mark by number.<br /><br />- Realy Dust. Before you open Box, hold the vuccum on you another hand. Do not forgot clean any accessories before your kid play it.<br /><br />============<br />For girls side:<br />Need ask my daughters later...","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51Se1bBNm6L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51Se1bBNm6L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51Se1bBNm6L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/619VCeZnrXL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/619VCeZnrXL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/619VCeZnrXL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61PALwsuaZL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61PALwsuaZL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61PALwsuaZL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61RfdTcQhAL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61RfdTcQhAL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61RfdTcQhAL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0042F99PG,B0042F99PG,AFGRL5FPMLHXIACTLGATYP7OPQRA,1353968006000,13,True
