,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
0,5.0,Super fun!,This is an AMAZING game for both kids and adults! Teaches balance and patience!<br />Good for hours of fun as a family!,[],B007EA4UBY,B007EA4UBY,AGQKBA5POXDOUO4U43YF2LNEZPLA,1578107854764,0,True
1,5.0,A blast but it got easy to master quickly,"A blast but it got easy to master quickly.  So for a challenge, we divided into teams of two and guided our partners, with their eyes closed, in placement of the pieces.",[],B007EA4UBY,B007EA4UBY,AEEZXJJJZMYYUHBQJ3E6Y5GYLD5Q,1511765366103,1,True
2,5.0,Fun,"Very different and entertaining. When the kids want to play a quick game, this gets grabbed first.",[],B007EA4UBY,B007EA4UBY,AGODEE2NRFP5H2KRXIZPZPV5QSJQ,1580675079376,0,True
3,3.0,"Ok, but kids got bored quickly","Thought my kids would love these,but they were quickly bored. They are 7 and 8. It was ok but not a hit.",[],B007EA4UBY,B007EA4UBY,AHTX7RVI3UUEM3ZYAOSV7POOYZBA,1436034394000,0,True
4,1.0,Don't bother save your money,Your kid will definitely not play with this well they might play with it for one day. It's too difficult I ended up throwing it out as a junkie toy. Sincerely a seasoned mom.,[],B007EA4UBY,B007EA4UBY,AFQ4A4DZ6PYJYZJXKXCNEONVD24A,1521145900162,0,True
5,5.0,Five Stars,My niece loves it.,[],B007EA4UBY,B007EA4UBY,AE3HGHS3KZ3GLAKJ7B6KXIIEOS3A,1460617180000,0,True
6,4.0,"Fun game for thinking, planning and learning balance.",This seems like a fun game for my five year old but my three year old just wants to knock it down. ¯\_(ツ)_/¯ hopefully it will become a great family game once the stinker stops knocking it over on purpose!,[],B007EA4UBY,B007EA4UBY,AHJPIM2U3672V5RS33T3RTWF2YFA,1546907681712,0,True
7,5.0,Fun for all ages,"My 3 year old niece to parents in their 70's love this, and can all play.",[],B007EA4UBY,B007EA4UBY,AEQSRMBSIQPO7HPPZU23HCBGLNDQ,1632710705067,0,True
8,5.0,The kids have already played it for many hours,A great game for the kids to learn about balance and physics.,[],B007EA4UBY,B007EA4UBY,AEPFDFTFGY6JA5EKTA6XBDRAASHA,1451498596000,0,True
9,5.0,Adults will take it a little more seriously and go for moves that you'll be amazed with. It's easy enough that younger kids can,We played this game at a party with a bunch of adults and were hooked!  It's fabulous for all ages!  Adults will take it a little more seriously and go for moves that you'll be amazed with.  It's easy enough that younger kids can join in on the fun too.  Great entertainment for the entire family and a huge hit at a games party!<br /><br />It's important that you set up the base well otherwise your games will end quicker than you think because the entire &#34;tower&#34; will fall over due to the base failure.  Think outside of the box when making your move.  You'll often be surprised at what will keep &#34;hanging in the balance&#34; with this game!,[],B007EA4UBY,B007EA4UBY,AHFEJDJFUEP5CERQBHC53QL4ZSVQ,1425615144000,0,True
10,5.0,Fun,Love this game! Our 4 year old likes it as much as we do. The game changes every single game.,[],B007EA4UBY,B007EA4UBY,AESPFSDYELBXD42FUPEACZUY7U3Q,1584643141864,0,True
11,5.0,5 year old loves it,Fun game.,[],B007EA4UBY,B007EA4UBY,AE3G5BX2FQN6UTWLBFCODHQQ5XZQ,1651525529547,0,True
12,2.0,Oh My,"Not a childrens toy,,, Architects only",[],B007EA4UBY,B007EA4UBY,AGW6YDSZK3CCFM4FZUCAXPXTVK4Q,1653171772672,0,True
13,5.0,Family time,Really great simple game!,[],B007EA4UBY,B007EA4UBY,AEKDJM5CSZYDWRMBAA6YS2YMVPLQ,1475841139000,0,True
14,5.0,Great family game,"This game is great! It was one of those Christmas gifts that we played as a family over and over again.<br />Then after the kids went to bed the grownups pulled the game back out and played some more.<br /><br />We've had the game for almost a year, and it's still played quite often.<br /><br />Definitely recommend this one.",[],B007EA4UBY,B007EA4UBY,AERHCWS5C6JQFWQVNDVIVD3Y5LCQ,1507131766303,1,True
15,5.0,Gift,Fine,[],B007EA4UBY,B007EA4UBY,AEVKY7ZPNDRUIXZEFTFC53C2QSLA,1559121846530,0,True
16,3.0,Very difficult to master..,We tried to play this and couldn't get more than two sticks to stay up at a time. It was so frustrating.,[],B007EA4UBY,B007EA4UBY,AEBGLGTH76MNINFOXQ5FVITGN42Q,1658431523810,1,True
17,5.0,Our children love this game,Our children love this game,[],B007EA4UBY,B007EA4UBY,AF5DMYBV5KVFZYBKTFIYSACPATOA,1671828405923,0,True
18,5.0,The kids and their friends love this game!,This is super fun to play! The kids keep asking to play it again and again. Easy to learn and play right away.,[],B007EA4UBY,B007EA4UBY,AG2TMM6YO3D43I23PJBAVOHZRHGQ,1549472808700,0,True
19,4.0,Still a lot of fun and a definite challenge,"Bought for 6 year old and as part of our family game collection.  much tricker than I thought.  I always assume melissa and doug products are aimed at children, but this may be for a slightly older child.  I could barely balance these thing myself.  Still a lot of fun and a definite challenge.  i suggest several test games to get comfortable before keeping score.",[],B007EA4UBY,B007EA4UBY,AE5S2ACTELDBCIGS2M5377BIAB7Q,1443450936000,0,True
20,5.0,Five Stars,Great fun,[],B007EA4UBY,B007EA4UBY,AHEJRVXTNH3I5PM5VX5RL6FUEEHA,1460715443000,0,True
